string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string
ESOPHAGEAL,FALSE,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,LOW,LOW,LOW,FALSE,NORMAL,NORMAL,HIGH,FALSE,TRUE,LOW,LOW,NORMAL,ZERO,LOW,FALSE,HIGH,ZERO,ZERO,FALSE,HIGH,LOW,NORMAL,LOW,LOW,FALSE,NORMAL,ZERO,LOW,TRUE
NORMAL,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,HIGH,HIGH,HIGH,LOW,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,HIGH,LOW,NORMAL,LOW,LOW,FALSE,HIGH,ZERO,HIGH,FALSE,LOW,HIGH,HIGH,HIGH,NORMAL,FALSE,NORMAL,LOW,HIGH,FALSE
NORMAL,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,NORMAL,HIGH,HIGH,LOW,FALSE,NORMAL,NORMAL,HIGH,FALSE,FALSE,HIGH,NORMAL,NORMAL,LOW,NORMAL,FALSE,HIGH,ZERO,HIGH,FALSE,LOW,HIGH,HIGH,HIGH,NORMAL,FALSE,NORMAL,LOW,HIGH,FALSE
NORMAL,FALSE,FALSE,HIGH,HIGH,FALSE,NORMAL,HIGH,ZERO,LOW,LOW,TRUE,HIGH,HIGH,LOW,FALSE,FALSE,HIGH,HIGH,NORMAL,ZERO,HIGH,FALSE,LOW,LOW,LOW,FALSE,HIGH,LOW,HIGH,HIGH,NORMAL,FALSE,NORMAL,NORMAL,ZERO,FALSE
NORMAL,FALSE,FALSE,HIGH,NORMAL,FALSE,NORMAL,LOW,LOW,LOW,HIGH,TRUE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,HIGH,HIGH,NORMAL,HIGH,HIGH,FALSE,HIGH,LOW,LOW,FALSE,HIGH,LOW,HIGH,HIGH,NORMAL,FALSE,NORMAL,NORMAL,LOW,FALSE
NORMAL,FALSE,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,ZERO,LOW,LOW,TRUE,HIGH,NORMAL,LOW,FALSE,FALSE,LOW,HIGH,NORMAL,ZERO,HIGH,FALSE,LOW,LOW,HIGH,FALSE,HIGH,LOW,HIGH,LOW,HIGH,FALSE,HIGH,NORMAL,LOW,FALSE
NORMAL,FALSE,FALSE,HIGH,HIGH,FALSE,NORMAL,HIGH,ZERO,LOW,LOW,FALSE,NORMAL,HIGH,NORMAL,FALSE,FALSE,HIGH,NORMAL,NORMAL,ZERO,NORMAL,FALSE,HIGH,LOW,NORMAL,FALSE,HIGH,LOW,HIGH,HIGH,NORMAL,FALSE,NORMAL,NORMAL,ZERO,FALSE
ESOPHAGEAL,FALSE,FALSE,HIGH,HIGH,FALSE,NORMAL,HIGH,LOW,LOW,LOW,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,HIGH,LOW,NORMAL,ZERO,LOW,FALSE,HIGH,ZERO,ZERO,FALSE,HIGH,LOW,HIGH,HIGH,LOW,FALSE,NORMAL,ZERO,LOW,FALSE
NORMAL,FALSE,TRUE,HIGH,HIGH,FALSE,NORMAL,NORMAL,ZERO,LOW,LOW,FALSE,NORMAL,HIGH,LOW,FALSE,TRUE,HIGH,LOW,NORMAL,ZERO,NORMAL,FALSE,LOW,LOW,NORMAL,FALSE,HIGH,LOW,HIGH,NORMAL,LOW,FALSE,LOW,NORMAL,ZERO,TRUE
NORMAL,FALSE,FALSE,HIGH,HIGH,FALSE,NORMAL,LOW,HIGH,HIGH,LOW,TRUE,NORMAL,NORMAL,LOW,TRUE,FALSE,HIGH,HIGH,NORMAL,LOW,HIGH,FALSE,LOW,ZERO,HIGH,FALSE,LOW,HIGH,HIGH,HIGH,HIGH,FALSE,NORMAL,NORMAL,HIGH,FALSE
NORMAL,FALSE,FALSE,HIGH,HIGH,FALSE,NORMAL,HIGH,ZERO,LOW,LOW,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,NORMAL,ZERO,NORMAL,FALSE,HIGH,LOW,HIGH,FALSE,HIGH,LOW,HIGH,NORMAL,NORMAL,FALSE,NORMAL,NORMAL,ZERO,FALSE
NORMAL,FALSE,FALSE,HIGH,HIGH,FALSE,NORMAL,LOW,ZERO,LOW,LOW,FALSE,NORMAL,LOW,NORMAL,FALSE,FALSE,HIGH,NORMAL,NORMAL,ZERO,NORMAL,FALSE,HIGH,LOW,ZERO,FALSE,HIGH,NORMAL,HIGH,HIGH,HIGH,FALSE,NORMAL,NORMAL,ZERO,FALSE
NORMAL,FALSE,FALSE,HIGH,HIGH,FALSE,NORMAL,LOW,HIGH,HIGH,LOW,TRUE,NORMAL,LOW,NORMAL,TRUE,FALSE,HIGH,HIGH,NORMAL,LOW,HIGH,FALSE,HIGH,ZERO,HIGH,FALSE,LOW,HIGH,HIGH,HIGH,HIGH,FALSE,LOW,NORMAL,HIGH,FALSE
NORMAL,FALSE,FALSE,HIGH,HIGH,FALSE,NORMAL,HIGH,HIGH,HIGH,LOW,FALSE,NORMAL,NORMAL,NORMAL,TRUE,FALSE,HIGH,NORMAL,NORMAL,LOW,NORMAL,FALSE,HIGH,ZERO,HIGH,FALSE,LOW,HIGH,HIGH,HIGH,NORMAL,FALSE,NORMAL,NORMAL,HIGH,FALSE
NORMAL,FALSE,FALSE,NORMAL,LOW,FALSE,NORMAL,HIGH,ZERO,LOW,LOW,TRUE,NORMAL,HIGH,NORMAL,FALSE,FALSE,LOW,HIGH,NORMAL,ZERO,HIGH,FALSE,NORMAL,LOW,HIGH,FALSE,HIGH,LOW,HIGH,LOW,NORMAL,FALSE,LOW,NORMAL,ZERO,FALSE
NORMAL,FALSE,FALSE,HIGH,NORMAL,TRUE,NORMAL,HIGH,HIGH,HIGH,LOW,FALSE,NORMAL,HIGH,NORMAL,FALSE,FALSE,NORMAL,NORMAL,NORMAL,LOW,NORMAL,FALSE,HIGH,LOW,NORMAL,FALSE,LOW,HIGH,NORMAL,HIGH,NORMAL,FALSE,NORMAL,NORMAL,HIGH,FALSE
NORMAL,FALSE,FALSE,HIGH,HIGH,FALSE,NORMAL,NORMAL,ZERO,LOW,LOW,FALSE,NORMAL,HIGH,NORMAL,FALSE,FALSE,HIGH,NORMAL,LOW,ZERO,NORMAL,FALSE,NORMAL,LOW,LOW,FALSE,HIGH,LOW,HIGH,HIGH,NORMAL,FALSE,NORMAL,NORMAL,ZERO,FALSE
NORMAL,FALSE,FALSE,HIGH,HIGH,FALSE,NORMAL,NORMAL,ZERO,LOW,LOW,TRUE,HIGH,NORMAL,NORMAL,FALSE,FALSE,HIGH,HIGH,NORMAL,ZERO,HIGH,FALSE,HIGH,LOW,HIGH,FALSE,HIGH,LOW,HIGH,HIGH,HIGH,FALSE,NORMAL,NORMAL,ZERO,FALSE
NORMAL,FALSE,FALSE,NORMAL,LOW,FALSE,NORMAL,NORMAL,HIGH,HIGH,LOW,FALSE,NORMAL,HIGH,NORMAL,TRUE,FALSE,LOW,NORMAL,NORMAL,LOW,NORMAL,FALSE,NORMAL,ZERO,HIGH,FALSE,LOW,HIGH,NORMAL,LOW,NORMAL,FALSE,NORMAL,ZERO,HIGH,FALSE
NORMAL,FALSE,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,ZERO,LOW,LOW,FALSE,NORMAL,LOW,NORMAL,FALSE,FALSE,LOW,NORMAL,NORMAL,ZERO,NORMAL,FALSE,NORMAL,LOW,HIGH,FALSE,NORMAL,LOW,HIGH,LOW,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE
NORMAL,FALSE,FALSE,HIGH,HIGH,FALSE,NORMAL,NORMAL,ZERO,LOW,LOW,FALSE,NORMAL,HIGH,NORMAL,FALSE,FALSE,HIGH,NORMAL,NORMAL,ZERO,NORMAL,FALSE,HIGH,LOW,NORMAL,FALSE,HIGH,LOW,HIGH,HIGH,NORMAL,FALSE,NORMAL,NORMAL,ZERO,FALSE
ESOPHAGEAL,FALSE,FALSE,HIGH,HIGH,FALSE,NORMAL,HIGH,ZERO,LOW,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,HIGH,NORMAL,NORMAL,LOW,NORMAL,FALSE,HIGH,LOW,HIGH,FALSE,HIGH,LOW,HIGH,HIGH,NORMAL,FALSE,NORMAL,NORMAL,ZERO,FALSE
NORMAL,FALSE,FALSE,HIGH,HIGH,FALSE,NORMAL,HIGH,ZERO,LOW,LOW,FALSE,NORMAL,HIGH,NORMAL,FALSE,FALSE,HIGH,NORMAL,NORMAL,ZERO,NORMAL,FALSE,HIGH,LOW,LOW,FALSE,HIGH,LOW,HIGH,HIGH,NORMAL,FALSE,NORMAL,NORMAL,ZERO,FALSE
NORMAL,FALSE,FALSE,HIGH,HIGH,FALSE,NORMAL,LOW,ZERO,LOW,LOW,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,HIGH,NORMAL,NORMAL,ZERO,NORMAL,FALSE,HIGH,LOW,HIGH,FALSE,HIGH,LOW,HIGH,HIGH,NORMAL,FALSE,NORMAL,NORMAL,ZERO,FALSE
NORMAL,TRUE,FALSE,HIGH,HIGH,FALSE,NORMAL,LOW,ZERO,LOW,LOW,FALSE,HIGH,LOW,LOW,FALSE,FALSE,HIGH,NORMAL,NORMAL,ZERO,NORMAL,FALSE,NORMAL,LOW,LOW,FALSE,NORMAL,LOW,HIGH,HIGH,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE
NORMAL,FALSE,FALSE,HIGH,HIGH,FALSE,NORMAL,LOW,ZERO,LOW,LOW,FALSE,NORMAL,LOW,NORMAL,FALSE,FALSE,HIGH,NORMAL,NORMAL,ZERO,NORMAL,FALSE,HIGH,LOW,NORMAL,FALSE,HIGH,LOW,HIGH,HIGH,NORMAL,FALSE,LOW,NORMAL,ZERO,FALSE
NORMAL,FALSE,FALSE,HIGH,HIGH,FALSE,NORMAL,HIGH,ZERO,LOW,LOW,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,HIGH,NORMAL,NORMAL,ZERO,NORMAL,FALSE,HIGH,LOW,LOW,FALSE,HIGH,LOW,HIGH,HIGH,NORMAL,FALSE,HIGH,NORMAL,ZERO,FALSE
NORMAL,FALSE,FALSE,HIGH,HIGH,FALSE,NORMAL,HIGH,ZERO,LOW,LOW,FALSE,NORMAL,HIGH,NORMAL,TRUE,FALSE,HIGH,HIGH,NORMAL,ZERO,NORMAL,FALSE,HIGH,ZERO,HIGH,FALSE,HIGH,LOW,HIGH,HIGH,HIGH,FALSE,NORMAL,NORMAL,ZERO,FALSE
NORMAL,FALSE,FALSE,HIGH,HIGH,FALSE,NORMAL,LOW,HIGH,LOW,NORMAL,TRUE,HIGH,LOW,LOW,FALSE,FALSE,HIGH,HIGH,NORMAL,LOW,HIGH,FALSE,LOW,LOW,NORMAL,FALSE,HIGH,LOW,HIGH,HIGH,HIGH,FALSE,NORMAL,NORMAL,ZERO,FALSE
NORMAL,FALSE,FALSE,HIGH,LOW,FALSE,NORMAL,HIGH,HIGH,HIGH,LOW,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,HIGH,NORMAL,NORMAL,LOW,NORMAL,FALSE,HIGH,ZERO,HIGH,FALSE,LOW,HIGH,HIGH,HIGH,NORMAL,FALSE,NORMAL,ZERO,HIGH,FALSE
NORMAL,FALSE,FALSE,HIGH,HIGH,FALSE,NORMAL,NORMAL,ZERO,LOW,LOW,FALSE,HIGH,HIGH,NORMAL,FALSE,FALSE,HIGH,NORMAL,NORMAL,ZERO,NORMAL,FALSE,HIGH,LOW,HIGH,FALSE,HIGH,LOW,HIGH,HIGH,NORMAL,FALSE,NORMAL,NORMAL,ZERO,FALSE
NORMAL,FALSE,FALSE,HIGH,HIGH,FALSE,NORMAL,LOW,ZERO,LOW,LOW,FALSE,NORMAL,LOW,NORMAL,FALSE,FALSE,HIGH,NORMAL,NORMAL,ZERO,NORMAL,FALSE,HIGH,LOW,LOW,FALSE,HIGH,LOW,HIGH,HIGH,NORMAL,FALSE,NORMAL,NORMAL,ZERO,FALSE
NORMAL,FALSE,FALSE,HIGH,HIGH,FALSE,NORMAL,LOW,ZERO,LOW,HIGH,FALSE,NORMAL,LOW,LOW,FALSE,FALSE,HIGH,NORMAL,NORMAL,ZERO,NORMAL,FALSE,LOW,LOW,HIGH,FALSE,HIGH,LOW,HIGH,HIGH,NORMAL,FALSE,NORMAL,NORMAL,ZERO,FALSE
NORMAL,FALSE,FALSE,HIGH,HIGH,FALSE,NORMAL,LOW,ZERO,LOW,ZERO,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,HIGH,NORMAL,NORMAL,ZERO,NORMAL,TRUE,HIGH,LOW,LOW,FALSE,HIGH,LOW,HIGH,HIGH,NORMAL,FALSE,NORMAL,NORMAL,ZERO,FALSE
NORMAL,FALSE,FALSE,HIGH,HIGH,FALSE,HIGH,HIGH,HIGH,HIGH,LOW,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,HIGH,NORMAL,NORMAL,LOW,NORMAL,FALSE,HIGH,HIGH,LOW,FALSE,LOW,HIGH,HIGH,HIGH,NORMAL,FALSE,NORMAL,HIGH,HIGH,FALSE
NORMAL,FALSE,FALSE,HIGH,HIGH,FALSE,HIGH,LOW,HIGH,HIGH,LOW,TRUE,NORMAL,LOW,NORMAL,FALSE,FALSE,HIGH,HIGH,NORMAL,LOW,HIGH,FALSE,HIGH,HIGH,LOW,FALSE,LOW,HIGH,HIGH,HIGH,HIGH,FALSE,NORMAL,HIGH,HIGH,FALSE
NORMAL,FALSE,FALSE,HIGH,HIGH,FALSE,NORMAL,HIGH,ZERO,LOW,LOW,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,HIGH,NORMAL,NORMAL,ZERO,NORMAL,FALSE,HIGH,LOW,HIGH,FALSE,HIGH,LOW,HIGH,HIGH,NORMAL,FALSE,NORMAL,NORMAL,ZERO,FALSE
NORMAL,FALSE,FALSE,HIGH,HIGH,FALSE,NORMAL,HIGH,ZERO,LOW,LOW,FALSE,NORMAL,NORMAL,HIGH,FALSE,FALSE,HIGH,NORMAL,NORMAL,ZERO,NORMAL,FALSE,HIGH,LOW,LOW,FALSE,HIGH,LOW,HIGH,HIGH,NORMAL,FALSE,NORMAL,NORMAL,ZERO,FALSE
NORMAL,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,HIGH,HIGH,HIGH,LOW,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,HIGH,NORMAL,NORMAL,LOW,NORMAL,FALSE,HIGH,ZERO,HIGH,FALSE,LOW,HIGH,HIGH,HIGH,NORMAL,FALSE,NORMAL,LOW,HIGH,FALSE
NORMAL,FALSE,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,ZERO,LOW,LOW,FALSE,NORMAL,LOW,NORMAL,FALSE,FALSE,LOW,NORMAL,NORMAL,ZERO,NORMAL,FALSE,NORMAL,LOW,LOW,FALSE,HIGH,LOW,HIGH,LOW,NORMAL,FALSE,NORMAL,NORMAL,ZERO,FALSE
NORMAL,FALSE,FALSE,HIGH,HIGH,FALSE,NORMAL,NORMAL,ZERO,LOW,LOW,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,HIGH,NORMAL,NORMAL,ZERO,NORMAL,FALSE,HIGH,LOW,LOW,FALSE,HIGH,LOW,HIGH,HIGH,NORMAL,FALSE,HIGH,NORMAL,ZERO,FALSE
ONESIDED,FALSE,FALSE,HIGH,HIGH,FALSE,NORMAL,LOW,NORMAL,LOW,LOW,FALSE,HIGH,LOW,NORMAL,FALSE,FALSE,HIGH,NORMAL,NORMAL,ZERO,NORMAL,FALSE,HIGH,LOW,HIGH,FALSE,NORMAL,LOW,HIGH,HIGH,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE
NORMAL,FALSE,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,HIGH,HIGH,LOW,FALSE,NORMAL,NORMAL,LOW,FALSE,FALSE,LOW,NORMAL,NORMAL,LOW,NORMAL,TRUE,LOW,ZERO,HIGH,FALSE,LOW,HIGH,NORMAL,LOW,NORMAL,FALSE,NORMAL,ZERO,HIGH,FALSE
NORMAL,FALSE,FALSE,HIGH,HIGH,FALSE,NORMAL,HIGH,ZERO,LOW,LOW,FALSE,NORMAL,HIGH,NORMAL,FALSE,FALSE,HIGH,NORMAL,NORMAL,ZERO,NORMAL,FALSE,HIGH,LOW,NORMAL,FALSE,HIGH,LOW,HIGH,HIGH,NORMAL,FALSE,NORMAL,NORMAL,ZERO,FALSE
NORMAL,FALSE,FALSE,HIGH,NORMAL,TRUE,NORMAL,LOW,ZERO,NORMAL,LOW,FALSE,NORMAL,LOW,NORMAL,FALSE,FALSE,NORMAL,HIGH,NORMAL,ZERO,HIGH,TRUE,HIGH,LOW,LOW,FALSE,HIGH,NORMAL,HIGH,HIGH,HIGH,FALSE,NORMAL,NORMAL,ZERO,FALSE
NORMAL,FALSE,FALSE,HIGH,HIGH,FALSE,NORMAL,LOW,ZERO,LOW,LOW,FALSE,NORMAL,LOW,LOW,FALSE,TRUE,HIGH,LOW,NORMAL,ZERO,HIGH,FALSE,NORMAL,LOW,HIGH,FALSE,HIGH,LOW,HIGH,HIGH,LOW,FALSE,NORMAL,NORMAL,ZERO,TRUE
NORMAL,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,LOW,HIGH,HIGH,LOW,FALSE,NORMAL,NORMAL,LOW,FALSE,TRUE,HIGH,LOW,NORMAL,LOW,LOW,FALSE,LOW,ZERO,HIGH,FALSE,LOW,HIGH,HIGH,HIGH,LOW,FALSE,LOW,LOW,HIGH,FALSE
NORMAL,FALSE,FALSE,HIGH,HIGH,FALSE,HIGH,HIGH,HIGH,HIGH,LOW,TRUE,NORMAL,HIGH,NORMAL,FALSE,FALSE,HIGH,HIGH,NORMAL,LOW,HIGH,FALSE,HIGH,HIGH,LOW,FALSE,LOW,HIGH,NORMAL,HIGH,NORMAL,FALSE,NORMAL,HIGH,HIGH,FALSE
ONESIDED,FALSE,FALSE,HIGH,HIGH,FALSE,NORMAL,LOW,ZERO,LOW,NORMAL,FALSE,HIGH,LOW,NORMAL,FALSE,FALSE,HIGH,NORMAL,NORMAL,LOW,NORMAL,FALSE,HIGH,LOW,HIGH,FALSE,HIGH,LOW,HIGH,HIGH,LOW,FALSE,NORMAL,NORMAL,LOW,FALSE
NORMAL,FALSE,FALSE,HIGH,NORMAL,TRUE,NORMAL,HIGH,ZERO,LOW,LOW,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,NORMAL,ZERO,NORMAL,FALSE,HIGH,LOW,LOW,FALSE,HIGH,LOW,HIGH,HIGH,NORMAL,FALSE,NORMAL,NORMAL,ZERO,FALSE
NORMAL,FALSE,FALSE,HIGH,HIGH,FALSE,NORMAL,NORMAL,ZERO,LOW,LOW,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,HIGH,NORMAL,NORMAL,ZERO,NORMAL,FALSE,HIGH,LOW,LOW,FALSE,HIGH,LOW,HIGH,HIGH,NORMAL,FALSE,NORMAL,NORMAL,ZERO,FALSE
NORMAL,FALSE,FALSE,HIGH,HIGH,FALSE,NORMAL,HIGH,ZERO,LOW,LOW,FALSE,NORMAL,HIGH,NORMAL,FALSE,FALSE,HIGH,NORMAL,NORMAL,ZERO,NORMAL,FALSE,HIGH,LOW,LOW,FALSE,HIGH,LOW,HIGH,HIGH,NORMAL,FALSE,NORMAL,NORMAL,ZERO,FALSE
NORMAL,FALSE,FALSE,HIGH,HIGH,FALSE,NORMAL,HIGH,ZERO,LOW,LOW,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,HIGH,NORMAL,NORMAL,ZERO,NORMAL,TRUE,HIGH,LOW,LOW,FALSE,HIGH,LOW,HIGH,HIGH,NORMAL,FALSE,HIGH,NORMAL,ZERO,FALSE
NORMAL,FALSE,FALSE,HIGH,NORMAL,TRUE,NORMAL,LOW,ZERO,LOW,LOW,TRUE,NORMAL,LOW,LOW,FALSE,FALSE,NORMAL,NORMAL,NORMAL,ZERO,NORMAL,FALSE,LOW,LOW,NORMAL,FALSE,HIGH,LOW,HIGH,HIGH,NORMAL,FALSE,NORMAL,NORMAL,ZERO,FALSE
NORMAL,FALSE,FALSE,HIGH,HIGH,FALSE,NORMAL,HIGH,ZERO,LOW,LOW,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,HIGH,NORMAL,NORMAL,ZERO,NORMAL,FALSE,HIGH,LOW,NORMAL,FALSE,HIGH,LOW,HIGH,HIGH,NORMAL,FALSE,NORMAL,NORMAL,ZERO,FALSE
NORMAL,FALSE,FALSE,HIGH,HIGH,FALSE,NORMAL,NORMAL,ZERO,LOW,LOW,FALSE,HIGH,NORMAL,NORMAL,FALSE,FALSE,HIGH,NORMAL,NORMAL,ZERO,NORMAL,FALSE,HIGH,LOW,LOW,FALSE,HIGH,LOW,HIGH,HIGH,NORMAL,FALSE,NORMAL,NORMAL,ZERO,FALSE
NORMAL,FALSE,FALSE,HIGH,HIGH,FALSE,NORMAL,LOW,HIGH,HIGH,LOW,FALSE,NORMAL,LOW,NORMAL,FALSE,FALSE,HIGH,NORMAL,NORMAL,LOW,NORMAL,FALSE,HIGH,ZERO,HIGH,FALSE,LOW,HIGH,HIGH,HIGH,NORMAL,FALSE,NORMAL,ZERO,HIGH,FALSE
NORMAL,FALSE,TRUE,NORMAL,LOW,FALSE,HIGH,HIGH,HIGH,HIGH,LOW,FALSE,NORMAL,HIGH,NORMAL,FALSE,FALSE,LOW,LOW,NORMAL,LOW,LOW,FALSE,NORMAL,HIGH,LOW,FALSE,LOW,HIGH,NORMAL,LOW,LOW,FALSE,NORMAL,HIGH,HIGH,FALSE
NORMAL,FALSE,FALSE,HIGH,HIGH,FALSE,NORMAL,HIGH,ZERO,HIGH,ZERO,FALSE,HIGH,NORMAL,NORMAL,FALSE,FALSE,HIGH,NORMAL,NORMAL,ZERO,NORMAL,FALSE,HIGH,LOW,HIGH,FALSE,LOW,LOW,HIGH,HIGH,NORMAL,FALSE,NORMAL,NORMAL,HIGH,FALSE
NORMAL,FALSE,FALSE,HIGH,NORMAL,TRUE,NORMAL,HIGH,ZERO,LOW,LOW,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,NORMAL,NORMAL,NORMAL,ZERO,NORMAL,FALSE,HIGH,LOW,HIGH,FALSE,HIGH,LOW,HIGH,HIGH,NORMAL,FALSE,NORMAL,NORMAL,ZERO,FALSE
